epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
185,31208.8,0.61528,0.38336,0.85726,0.93031,0.86908,0.94256,0.77542,0.55679,0.32508,0.83794,0.0063568,0.0063568,0.0063568
186,31593.5,0.612,0.38042,0.85699,0.93017,0.87088,0.94274,0.77594,0.55619,0.32438,0.83775,0.006337,0.006337,0.006337
187,31978.2,0.614,0.38298,0.8583,0.93229,0.86659,0.94297,0.77611,0.55561,0.32403,0.83765,0.0063172,0.0063172,0.0063172
188,32363,0.61516,0.38223,0.8583,0.9252,0.87315,0.94326,0.77603,0.55495,0.32354,0.83741,0.0062974,0.0062974,0.0062974
189,32747.6,0.61264,0.38086,0.85692,0.93104,0.86898,0.94348,0.77678,0.55432,0.32304,0.83725,0.0062776,0.0062776,0.0062776
190,33132.3,0.61257,0.38296,0.85814,0.93411,0.86637,0.94357,0.77715,0.55366,0.32247,0.83704,0.0062578,0.0062578,0.0062578
191,33517.1,0.61447,0.38142,0.85722,0.93353,0.86652,0.94373,0.77743,0.55305,0.32198,0.83681,0.006238,0.006238,0.006238
192,33902.5,0.61116,0.37803,0.85744,0.93344,0.86781,0.94396,0.77778,0.55257,0.32146,0.83667,0.0062182,0.0062182,0.0062182
193,34287.3,0.60863,0.37797,0.8549,0.93319,0.86942,0.94433,0.77827,0.55211,0.3209,0.83654,0.0061984,0.0061984,0.0061984
194,34672,0.60903,0.37779,0.85614,0.92962,0.87182,0.94455,0.77863,0.55162,0.32046,0.83642,0.0061786,0.0061786,0.0061786
195,35056.9,0.61417,0.37924,0.8565,0.92976,0.87337,0.94532,0.77908,0.55106,0.31992,0.83626,0.0061588,0.0061588,0.0061588
196,35441.7,0.60938,0.37565,0.85649,0.92953,0.87758,0.94592,0.77932,0.55056,0.31947,0.83607,0.006139,0.006139,0.006139
197,35826.6,0.60629,0.3757,0.85391,0.92987,0.87792,0.94598,0.7799,0.55004,0.31888,0.83592,0.0061192,0.0061192,0.0061192
198,36211.9,0.60664,0.37634,0.85578,0.92992,0.87846,0.94632,0.78052,0.54954,0.31844,0.83577,0.0060994,0.0060994,0.0060994
199,36596.8,0.60837,0.37505,0.85757,0.92859,0.87898,0.94659,0.78113,0.54903,0.31803,0.83562,0.0060796,0.0060796,0.0060796
200,36981.6,0.61089,0.3781,0.85864,0.92636,0.87972,0.94695,0.78177,0.54848,0.31752,0.83547,0.0060598,0.0060598,0.0060598
201,37367.1,0.60653,0.37633,0.85562,0.92632,0.88029,0.94718,0.78245,0.54789,0.3171,0.83528,0.00604,0.00604,0.00604
202,37752,0.61094,0.37804,0.85519,0.9302,0.87833,0.94725,0.78302,0.54727,0.31668,0.83504,0.0060202,0.0060202,0.0060202
203,38137.1,0.60423,0.37377,0.85578,0.92649,0.88497,0.94866,0.78361,0.54672,0.31624,0.83487,0.0060004,0.0060004,0.0060004
204,38522.6,0.60146,0.37174,0.85634,0.93087,0.87719,0.94902,0.78482,0.54618,0.31578,0.83473,0.0059806,0.0059806,0.0059806
205,38908.4,0.60307,0.37425,0.85462,0.92301,0.88503,0.94924,0.78479,0.5456,0.31534,0.83461,0.0059608,0.0059608,0.0059608
206,39294.4,0.60362,0.37567,0.85501,0.92498,0.88483,0.94946,0.78539,0.54501,0.31495,0.83436,0.005941,0.005941,0.005941
207,39680.7,0.59917,0.37127,0.85404,0.92502,0.88506,0.94958,0.78574,0.54442,0.31454,0.83417,0.0059212,0.0059212,0.0059212
208,40066.8,0.60429,0.37204,0.85485,0.92422,0.88529,0.94978,0.78649,0.54384,0.31408,0.834,0.0059014,0.0059014,0.0059014
209,40453.4,0.59961,0.37055,0.85221,0.92532,0.88521,0.95006,0.7867,0.54314,0.31364,0.83385,0.0058816,0.0058816,0.0058816
210,40840.2,0.60072,0.37051,0.85313,0.92601,0.88529,0.95023,0.78703,0.54239,0.31317,0.83361,0.0058618,0.0058618,0.0058618
211,41227.1,0.59757,0.36746,0.85352,0.92895,0.88516,0.95046,0.78726,0.54167,0.31284,0.83337,0.005842,0.005842,0.005842
212,41614.2,0.59799,0.37176,0.85237,0.93011,0.88788,0.95077,0.78804,0.54095,0.31243,0.83315,0.0058222,0.0058222,0.0058222
213,42001.5,0.60001,0.36894,0.85219,0.93082,0.88746,0.95102,0.78826,0.54039,0.31188,0.83301,0.0058024,0.0058024,0.0058024
214,42389,0.59751,0.37049,0.85381,0.9317,0.88828,0.95114,0.78847,0.5398,0.31134,0.83288,0.0057826,0.0057826,0.0057826
215,42776.5,0.60185,0.37102,0.85511,0.93137,0.88839,0.9514,0.78887,0.53919,0.31093,0.83272,0.0057628,0.0057628,0.0057628
216,43163.9,0.59469,0.36834,0.85536,0.93041,0.89014,0.95156,0.789,0.53853,0.31047,0.83254,0.005743,0.005743,0.005743
217,43551.5,0.59763,0.3712,0.85381,0.93434,0.88585,0.95166,0.79007,0.53786,0.31006,0.83235,0.0057232,0.0057232,0.0057232
218,43939,0.59863,0.36917,0.85435,0.93334,0.8862,0.95167,0.79016,0.53725,0.30964,0.83223,0.0057034,0.0057034,0.0057034
219,44326.8,0.59722,0.36783,0.85145,0.93285,0.88805,0.95194,0.79058,0.53662,0.30919,0.83206,0.0056836,0.0056836,0.0056836
220,44714.4,0.59154,0.36501,0.85059,0.93189,0.8884,0.95159,0.79106,0.53593,0.30874,0.83185,0.0056638,0.0056638,0.0056638
221,45102.4,0.59339,0.36576,0.8511,0.9327,0.88692,0.95179,0.79129,0.53532,0.3083,0.83166,0.005644,0.005644,0.005644
222,45490.4,0.58958,0.36569,0.85225,0.93289,0.88656,0.95246,0.79168,0.53475,0.30795,0.83148,0.0056242,0.0056242,0.0056242
223,388.844,0.62737,0.65958,0.86198,0.94154,0.8679,0.94581,0.77644,0.56036,0.32432,0.83691,0.0056044,0.0056044,0.0056044
224,776.712,0.60467,0.38168,0.8572,0.9387,0.86905,0.94578,0.77586,0.56037,0.3244,0.83688,0.0055846,0.0055846,0.0055846
225,1165.07,0.60231,0.37833,0.85371,0.94068,0.86868,0.94606,0.77577,0.56033,0.32441,0.83685,0.0055648,0.0055648,0.0055648
226,1553.56,0.60377,0.37764,0.85429,0.94013,0.868,0.94589,0.77587,0.56035,0.32468,0.83681,0.005545,0.005545,0.005545
227,1941.8,0.61227,0.38177,0.85594,0.93887,0.86824,0.94592,0.77496,0.56069,0.32614,0.83681,0.0055252,0.0055252,0.0055252
228,2330.33,0.60459,0.37794,0.85569,0.93418,0.87037,0.94605,0.7751,0.56139,0.32869,0.83686,0.0055054,0.0055054,0.0055054
229,2718.76,0.60658,0.3791,0.85419,0.93293,0.87007,0.94635,0.77495,0.56218,0.33163,0.83688,0.0054856,0.0054856,0.0054856
230,3107.14,0.6054,0.37702,0.85445,0.93282,0.86878,0.94637,0.77446,0.56298,0.33471,0.83685,0.0054658,0.0054658,0.0054658
231,3495.4,0.60327,0.37533,0.85457,0.9335,0.86813,0.94625,0.77411,0.56376,0.33775,0.83685,0.005446,0.005446,0.005446
232,3883.6,0.60147,0.37409,0.85418,0.93366,0.86492,0.94509,0.77381,0.56446,0.34082,0.83685,0.0054262,0.0054262,0.0054262
233,4271.59,0.59948,0.37279,0.85441,0.93432,0.86243,0.94505,0.77396,0.56513,0.344,0.83684,0.0054064,0.0054064,0.0054064
234,4659.86,0.59899,0.37225,0.85251,0.93237,0.86359,0.945,0.77226,0.56568,0.34724,0.83682,0.0053866,0.0053866,0.0053866
235,5048.05,0.59787,0.37097,0.8534,0.90877,0.88341,0.94509,0.77152,0.56612,0.3501,0.8368,0.0053668,0.0053668,0.0053668
236,5436.06,0.59869,0.37402,0.85349,0.90827,0.88563,0.94518,0.77156,0.56655,0.35275,0.83671,0.005347,0.005347,0.005347
237,5823.99,0.59964,0.37209,0.85435,0.90816,0.88638,0.94529,0.7711,0.56687,0.35527,0.83664,0.0053272,0.0053272,0.0053272
238,6212.15,0.60279,0.37271,0.85625,0.90832,0.88688,0.94533,0.77132,0.56706,0.35759,0.83655,0.0053074,0.0053074,0.0053074
239,6600.29,0.60075,0.3717,0.8555,0.90929,0.88649,0.94536,0.77129,0.56718,0.35955,0.83648,0.0052876,0.0052876,0.0052876
240,6987.9,0.59497,0.36997,0.85328,0.90986,0.8863,0.94545,0.77117,0.56728,0.36143,0.83642,0.0052678,0.0052678,0.0052678
241,7376.03,0.59616,0.3694,0.8531,0.91023,0.88561,0.94547,0.77059,0.56737,0.36319,0.83637,0.005248,0.005248,0.005248
242,7764.27,0.59589,0.36727,0.85304,0.9113,0.88532,0.94542,0.77041,0.56733,0.36475,0.83628,0.0052282,0.0052282,0.0052282
243,8152.39,0.59501,0.36634,0.85307,0.9111,0.88513,0.94545,0.77041,0.56724,0.36599,0.83618,0.0052084,0.0052084,0.0052084
244,8540.68,0.59634,0.3686,0.85103,0.91197,0.88431,0.94539,0.77053,0.56715,0.36713,0.83611,0.0051886,0.0051886,0.0051886
245,8928.58,0.59499,0.36968,0.85283,0.91118,0.88461,0.94538,0.77027,0.567,0.36801,0.83602,0.0051688,0.0051688,0.0051688
246,9316.64,0.5903,0.36464,0.85265,0.91065,0.88627,0.94534,0.77045,0.56682,0.36852,0.83593,0.005149,0.005149,0.005149
247,9704.44,0.58929,0.36366,0.8507,0.91195,0.8851,0.94539,0.77041,0.56655,0.36888,0.83583,0.0051292,0.0051292,0.0051292
248,10092.1,0.59007,0.36349,0.85175,0.91277,0.88496,0.9454,0.77117,0.56635,0.36914,0.83575,0.0051094,0.0051094,0.0051094
249,10480,0.59552,0.36633,0.85267,0.91699,0.88235,0.94544,0.77135,0.56608,0.3693,0.83567,0.0050896,0.0050896,0.0050896
250,10868.7,0.5896,0.36326,0.85231,0.92084,0.8796,0.94549,0.77134,0.56578,0.36926,0.83559,0.0050698,0.0050698,0.0050698
251,11256,0.58706,0.36262,0.85091,0.9278,0.87353,0.9454,0.77172,0.56538,0.36894,0.83547,0.00505,0.00505,0.00505
252,11643.8,0.58765,0.36388,0.85027,0.9339,0.87096,0.94554,0.77189,0.5649,0.3682,0.83536,0.0050302,0.0050302,0.0050302
253,12031.4,0.58594,0.36185,0.84926,0.93448,0.86948,0.94571,0.77217,0.56445,0.3675,0.83523,0.0050104,0.0050104,0.0050104
254,12419.2,0.58664,0.35986,0.85015,0.93478,0.86895,0.94574,0.77211,0.56393,0.36658,0.83512,0.0049906,0.0049906,0.0049906
255,12807,0.58365,0.35764,0.84898,0.9345,0.8698,0.94573,0.7726,0.56341,0.36544,0.83501,0.0049708,0.0049708,0.0049708
256,13194.5,0.58439,0.36314,0.85185,0.9349,0.87134,0.9458,0.77257,0.56287,0.36421,0.83488,0.004951,0.004951,0.004951
257,13582.1,0.58445,0.3627,0.85083,0.93448,0.87158,0.94599,0.77255,0.56232,0.36281,0.83477,0.0049312,0.0049312,0.0049312
258,13969.5,0.57842,0.35436,0.84639,0.9338,0.87262,0.94607,0.77266,0.56181,0.36144,0.83464,0.0049114,0.0049114,0.0049114
259,14357.1,0.58334,0.35668,0.84864,0.93272,0.8727,0.9462,0.77337,0.56131,0.36011,0.83451,0.0048916,0.0048916,0.0048916
260,14744.3,0.58229,0.35931,0.84934,0.93289,0.87297,0.94643,0.77409,0.56076,0.35862,0.83442,0.0048718,0.0048718,0.0048718
261,15131.4,0.58254,0.35564,0.84957,0.93499,0.87262,0.94644,0.77429,0.56027,0.35717,0.83434,0.004852,0.004852,0.004852
262,15518.8,0.57994,0.35495,0.8475,0.93519,0.87298,0.94648,0.77506,0.55975,0.35581,0.83423,0.0048322,0.0048322,0.0048322
263,15906.4,0.58231,0.35781,0.84801,0.93531,0.87321,0.94661,0.77551,0.55919,0.35436,0.83413,0.0048124,0.0048124,0.0048124
264,16294.3,0.58167,0.36016,0.84905,0.9359,0.87367,0.94672,0.77572,0.55864,0.35287,0.83402,0.0047926,0.0047926,0.0047926
265,16681.3,0.57913,0.35777,0.84914,0.93589,0.87416,0.94706,0.77581,0.55814,0.35143,0.83395,0.0047728,0.0047728,0.0047728
266,17068.5,0.57767,0.35705,0.84748,0.93598,0.87491,0.94717,0.77568,0.55766,0.35001,0.83389,0.004753,0.004753,0.004753
267,17456,0.57756,0.3558,0.84737,0.93686,0.87398,0.94719,0.77577,0.55718,0.34854,0.83381,0.0047332,0.0047332,0.0047332
268,17844.1,0.57459,0.35365,0.84682,0.93635,0.87425,0.94728,0.77586,0.55667,0.34695,0.8337,0.0047134,0.0047134,0.0047134
269,18232.5,0.57692,0.3549,0.84799,0.93801,0.87385,0.94731,0.77633,0.55617,0.34536,0.83359,0.0046936,0.0046936,0.0046936
270,18620.1,0.57901,0.35412,0.84847,0.93815,0.87365,0.94733,0.7765,0.55561,0.34379,0.83344,0.0046738,0.0046738,0.0046738
271,19007.7,0.57055,0.35187,0.84536,0.93795,0.87412,0.94747,0.77729,0.55508,0.3421,0.83332,0.004654,0.004654,0.004654
272,19395.1,0.576,0.35417,0.84829,0.93775,0.87492,0.94758,0.77738,0.55462,0.3406,0.83329,0.0046342,0.0046342,0.0046342
273,19782.5,0.57254,0.35242,0.84739,0.93728,0.87589,0.94781,0.77807,0.55405,0.33911,0.83311,0.0046144,0.0046144,0.0046144
274,20169.9,0.57202,0.34918,0.84745,0.93813,0.87597,0.94798,0.77817,0.55364,0.33778,0.83299,0.0045946,0.0045946,0.0045946
275,20557.3,0.57184,0.34956,0.84481,0.93799,0.87612,0.94807,0.77841,0.55317,0.33645,0.83286,0.0045748,0.0045748,0.0045748
276,20944.7,0.57187,0.34921,0.84707,0.93201,0.87913,0.94828,0.77953,0.55275,0.335,0.83272,0.004555,0.004555,0.004555
277,21332.2,0.5675,0.34767,0.84646,0.93274,0.87925,0.94848,0.77997,0.55237,0.33355,0.83264,0.0045352,0.0045352,0.0045352
278,21719.8,0.57181,0.34964,0.84585,0.93271,0.87913,0.94853,0.78053,0.55195,0.33232,0.83254,0.0045154,0.0045154,0.0045154
279,22107.1,0.56799,0.34903,0.84608,0.93594,0.87486,0.94865,0.78124,0.55154,0.33114,0.83239,0.0044956,0.0044956,0.0044956
280,22494.3,0.56624,0.34723,0.84734,0.93619,0.87612,0.94879,0.78156,0.55105,0.32988,0.83222,0.0044758,0.0044758,0.0044758
281,22881.5,0.56954,0.34797,0.84404,0.9375,0.87583,0.94897,0.78204,0.5507,0.32888,0.83215,0.004456,0.004456,0.004456
282,23268.9,0.57025,0.35085,0.84711,0.93593,0.87647,0.95043,0.78255,0.5503,0.32771,0.83198,0.0044362,0.0044362,0.0044362
283,23656.2,0.56334,0.34476,0.84413,0.92769,0.88746,0.95063,0.78313,0.54983,0.32639,0.8318,0.0044164,0.0044164,0.0044164
284,24043.8,0.56676,0.34854,0.84579,0.9274,0.8862,0.95072,0.78388,0.54941,0.32521,0.8317,0.0043966,0.0043966,0.0043966
285,24431.4,0.56486,0.34794,0.84651,0.92735,0.88738,0.95083,0.78421,0.54895,0.32407,0.83155,0.0043768,0.0043768,0.0043768
286,24818.9,0.56349,0.3454,0.84775,0.92482,0.89127,0.95102,0.78436,0.54852,0.3229,0.8314,0.004357,0.004357,0.004357
287,25206.2,0.56522,0.34749,0.84539,0.92465,0.89296,0.9511,0.785,0.54808,0.32178,0.83128,0.0043372,0.0043372,0.0043372
288,25593.6,0.5642,0.34437,0.8444,0.92628,0.89191,0.95154,0.7853,0.5476,0.32069,0.83115,0.0043174,0.0043174,0.0043174
289,25981.3,0.56445,0.34516,0.84435,0.92691,0.89115,0.95173,0.78586,0.54716,0.31968,0.83105,0.0042976,0.0042976,0.0042976
290,26369,0.56403,0.34579,0.84302,0.92797,0.8915,0.95177,0.78618,0.54671,0.31869,0.83091,0.0042778,0.0042778,0.0042778
291,26756.6,0.56074,0.34303,0.84426,0.93462,0.88561,0.95306,0.78659,0.54629,0.31768,0.83077,0.004258,0.004258,0.004258
292,27144.7,0.55987,0.34446,0.84353,0.93369,0.887,0.95317,0.78719,0.54584,0.31681,0.83066,0.0042382,0.0042382,0.0042382
293,27532.7,0.56133,0.3427,0.84124,0.92834,0.89299,0.95331,0.78744,0.54542,0.31599,0.83055,0.0042184,0.0042184,0.0042184
294,27921,0.55935,0.34265,0.8429,0.92641,0.89507,0.95338,0.7876,0.54497,0.31518,0.83042,0.0041986,0.0041986,0.0041986
295,28309.3,0.55781,0.34048,0.84327,0.92591,0.89518,0.95344,0.7878,0.54456,0.31453,0.83033,0.0041788,0.0041788,0.0041788
296,28697.4,0.55734,0.3432,0.84449,0.92559,0.89519,0.95374,0.78815,0.54417,0.3138,0.83022,0.004159,0.004159,0.004159
297,29085.4,0.55649,0.34107,0.84136,0.92662,0.89507,0.95395,0.78878,0.54379,0.31308,0.83009,0.0041392,0.0041392,0.0041392
298,29473.6,0.55954,0.34024,0.84401,0.92922,0.89368,0.95401,0.78913,0.54327,0.31244,0.8299,0.0041194,0.0041194,0.0041194
299,29861.9,0.56004,0.34215,0.84371,0.92919,0.89414,0.95421,0.78972,0.54292,0.31178,0.82981,0.0040996,0.0040996,0.0040996
300,30250.2,0.55899,0.3388,0.84387,0.92374,0.8983,0.95448,0.78999,0.54252,0.31122,0.82971,0.0040798,0.0040798,0.0040798
301,30638.7,0.55194,0.33684,0.84085,0.92495,0.8984,0.95463,0.79071,0.5421,0.31059,0.8296,0.00406,0.00406,0.00406
302,31027.1,0.55172,0.33515,0.83865,0.92548,0.8971,0.95474,0.79105,0.54175,0.3099,0.82951,0.0040402,0.0040402,0.0040402
303,31416.2,0.5526,0.33609,0.84232,0.92534,0.89699,0.95488,0.79168,0.54141,0.30934,0.82944,0.0040204,0.0040204,0.0040204
304,31806.2,0.55126,0.33555,0.84182,0.92993,0.89507,0.95505,0.79189,0.54107,0.30888,0.82933,0.0040006,0.0040006,0.0040006
305,32196.5,0.55268,0.33721,0.84295,0.93161,0.89449,0.95516,0.79247,0.54074,0.30842,0.82923,0.0039808,0.0039808,0.0039808
306,32586.6,0.55433,0.33758,0.84268,0.93182,0.89227,0.95528,0.79262,0.54037,0.30796,0.82914,0.003961,0.003961,0.003961
307,32977.1,0.55188,0.33741,0.84176,0.93826,0.887,0.95536,0.79278,0.5401,0.30759,0.8291,0.0039412,0.0039412,0.0039412
308,33367.9,0.55117,0.33884,0.84265,0.93534,0.88951,0.95551,0.79332,0.53981,0.30723,0.82902,0.0039214,0.0039214,0.0039214
309,33758.8,0.55296,0.33802,0.84175,0.93435,0.89026,0.95559,0.79373,0.53948,0.30676,0.8289,0.0039016,0.0039016,0.0039016
310,34149.7,0.5492,0.33352,0.84164,0.93529,0.88989,0.95583,0.79433,0.5392,0.30634,0.82881,0.0038818,0.0038818,0.0038818
311,34540.7,0.54825,0.33373,0.84008,0.93521,0.89111,0.95587,0.79484,0.53889,0.30594,0.8287,0.003862,0.003862,0.003862
312,34931.5,0.54893,0.33542,0.8413,0.93601,0.8909,0.9559,0.79476,0.53857,0.30546,0.82864,0.0038422,0.0038422,0.0038422
313,35322.6,0.55636,0.33665,0.84292,0.93621,0.89104,0.9572,0.79535,0.53819,0.30505,0.82849,0.0038224,0.0038224,0.0038224
314,35713.8,0.54996,0.3353,0.8416,0.93747,0.89192,0.95726,0.79564,0.53786,0.30465,0.82839,0.0038026,0.0038026,0.0038026
315,36104.9,0.54815,0.33379,0.83952,0.93775,0.89182,0.95737,0.79558,0.53758,0.30427,0.82829,0.0037828,0.0037828,0.0037828
316,36496.2,0.5476,0.33446,0.84117,0.93819,0.8915,0.95744,0.796,0.53728,0.30391,0.82822,0.003763,0.003763,0.003763
317,36887.8,0.54745,0.3336,0.84199,0.938,0.89186,0.95751,0.79643,0.53697,0.30345,0.82814,0.0037432,0.0037432,0.0037432
318,37279.8,0.55275,0.33688,0.84385,0.93818,0.89147,0.95754,0.79636,0.53665,0.30301,0.82808,0.0037234,0.0037234,0.0037234
319,37672.3,0.54899,0.33528,0.84169,0.93789,0.89103,0.95748,0.79617,0.53638,0.30274,0.828,0.0037036,0.0037036,0.0037036
320,38064,0.55107,0.33608,0.8403,0.93829,0.89147,0.95755,0.79628,0.5361,0.30248,0.82785,0.0036838,0.0036838,0.0036838
321,38455.9,0.54564,0.33236,0.84064,0.93829,0.89186,0.95759,0.79664,0.53585,0.30208,0.82778,0.003664,0.003664,0.003664
322,38847.9,0.54393,0.33077,0.84193,0.93937,0.8923,0.95763,0.79691,0.53557,0.30177,0.82775,0.0036442,0.0036442,0.0036442
323,39240.1,0.54649,0.33505,0.84036,0.94082,0.89034,0.95773,0.79735,0.53525,0.3015,0.82761,0.0036244,0.0036244,0.0036244
324,39632.4,0.54776,0.3346,0.84184,0.94139,0.89146,0.95776,0.79749,0.53497,0.30107,0.82755,0.0036046,0.0036046,0.0036046
325,40024.8,0.54338,0.33243,0.84078,0.9409,0.89223,0.95786,0.79753,0.53472,0.30077,0.82741,0.0035848,0.0035848,0.0035848
326,40417.6,0.54762,0.33207,0.84034,0.93877,0.89253,0.95793,0.79792,0.53447,0.30043,0.82733,0.003565,0.003565,0.003565
327,40810.1,0.54205,0.33066,0.83793,0.94288,0.89101,0.95792,0.79842,0.53418,0.30012,0.82725,0.0035452,0.0035452,0.0035452
328,41203,0.54182,0.33043,0.83881,0.94223,0.89139,0.95802,0.7991,0.53387,0.29988,0.82715,0.0035254,0.0035254,0.0035254
329,41595.9,0.54394,0.33002,0.84076,0.94331,0.89151,0.95812,0.79956,0.53354,0.29952,0.82704,0.0035056,0.0035056,0.0035056
330,41988.7,0.54288,0.33234,0.83835,0.94354,0.89136,0.95807,0.80007,0.53321,0.29923,0.82692,0.0034858,0.0034858,0.0034858
331,42381.5,0.54461,0.33069,0.83851,0.94241,0.89344,0.95833,0.7999,0.53294,0.29895,0.82684,0.003466,0.003466,0.003466
332,42780.7,0.54138,0.33135,0.84026,0.94328,0.89228,0.95833,0.80012,0.53263,0.29866,0.82675,0.0034462,0.0034462,0.0034462
333,388.342,0.55319,0.40216,0.85932,0.94432,0.88848,0.95706,0.79685,0.53742,0.3015,0.82797,0.0034264,0.0034264,0.0034264
334,777.371,0.54554,0.34256,0.85353,0.94345,0.88858,0.95703,0.7969,0.53741,0.30159,0.828,0.0034066,0.0034066,0.0034066
335,1164.94,0.54599,0.34048,0.85074,0.94344,0.88917,0.95703,0.79576,0.53735,0.3018,0.82801,0.0033868,0.0033868,0.0033868
336,1552.5,0.54277,0.33516,0.84728,0.93986,0.88929,0.95581,0.79295,0.53731,0.30214,0.82801,0.003367,0.003367,0.003367
337,1940.22,0.55102,0.34015,0.85116,0.9145,0.87514,0.93033,0.77204,0.53724,0.3049,0.82802,0.0033472,0.0033472,0.0033472
338,2327.57,0.54666,0.33543,0.8511,0.79312,0.81689,0.79557,0.66248,0.53716,0.32475,0.828,0.0033274,0.0033274,0.0033274
339,2715.24,0.54746,0.33701,0.84931,0.60917,0.80373,0.60498,0.51388,0.53706,0.42707,0.82799,0.0033076,0.0033076,0.0033076
340,3102.93,0.54697,0.33668,0.84966,0.51241,0.86898,0.52278,0.44905,0.53706,0.79347,0.82801,0.0032878,0.0032878,0.0032878
341,3490.31,0.54538,0.33561,0.84996,0.48345,0.90182,0.50059,0.43163,0.537,1.75157,0.828,0.003268,0.003268,0.003268
342,3878.28,0.54215,0.33119,0.84903,0.4762,0.91387,0.49363,0.42628,0.53685,3.62099,0.828,0.0032482,0.0032482,0.0032482
343,4266.07,0.54149,0.33177,0.84883,0.47398,0.91653,0.49085,0.42419,0.53671,6.51825,0.82801,0.0032284,0.0032284,0.0032284
344,4654.12,0.54102,0.33071,0.84672,0.47308,0.91933,0.48964,0.4236,0.53649,10.2423,0.82794,0.0032086,0.0032086,0.0032086
345,5042.37,0.5409,0.33113,0.84896,0.47239,0.9195,0.48913,0.42362,0.5363,14.3545,0.82782,0.0031888,0.0031888,0.0031888
346,5430.17,0.54184,0.33368,0.84842,0.47196,0.92293,0.48919,0.42395,0.53623,18.2798,0.82773,0.003169,0.003169,0.003169
347,5818.91,0.54185,0.33118,0.84855,0.47173,0.92347,0.48869,0.42406,0.53623,21.4998,0.82776,0.0031492,0.0031492,0.0031492
348,6207.33,0.54601,0.33393,0.8519,0.47111,0.92398,0.48886,0.42418,0.53619,23.552,0.8278,0.0031294,0.0031294,0.0031294
349,6595.39,0.54263,0.332,0.84956,0.47127,0.92363,0.48917,0.4242,0.53627,24.0694,0.82784,0.0031096,0.0031096,0.0031096
350,6983.54,0.53953,0.33082,0.84771,0.47067,0.92344,0.48959,0.42406,0.53631,22.8983,0.82787,0.0030898,0.0030898,0.0030898
351,7371.69,0.54121,0.33173,0.84818,0.47088,0.92359,0.48994,0.42406,0.53634,20.2978,0.82795,0.00307,0.00307,0.00307
352,7759.27,0.53869,0.32725,0.84654,0.47131,0.92365,0.49035,0.42426,0.53648,16.8793,0.82805,0.0030502,0.0030502,0.0030502
353,8146.76,0.53901,0.32646,0.847,0.47187,0.92357,0.49105,0.4247,0.53664,13.4747,0.82813,0.0030304,0.0030304,0.0030304
354,8534.8,0.54037,0.33008,0.84615,0.47331,0.9183,0.49134,0.42519,0.53673,10.6389,0.82808,0.0030106,0.0030106,0.0030106
355,8921.95,0.53849,0.33042,0.84759,0.47457,0.9149,0.49192,0.42573,0.53653,8.54282,0.82798,0.0029908,0.0029908,0.0029908
356,9309.82,0.53445,0.326,0.84741,0.4754,0.91415,0.49284,0.4264,0.53619,7.05606,0.82797,0.002971,0.002971,0.002971
357,9697.31,0.53215,0.32485,0.84453,0.47713,0.90945,0.4941,0.42742,0.53599,5.99225,0.82799,0.0029512,0.0029512,0.0029512
358,10085.6,0.5349,0.32573,0.84683,0.47847,0.90534,0.49556,0.42852,0.53547,5.20869,0.82791,0.0029314,0.0029314,0.0029314
359,10473.1,0.54137,0.32853,0.84805,0.48039,0.90558,0.49743,0.4299,0.53528,4.57983,0.82807,0.0029116,0.0029116,0.0029116
360,10861.2,0.53525,0.32657,0.84765,0.4825,0.90317,0.49936,0.43141,0.53504,4.03513,0.82799,0.0028918,0.0028918,0.0028918
361,11249.3,0.53366,0.3255,0.8462,0.48548,0.90191,0.50169,0.4332,0.53502,3.54037,0.82806,0.002872,0.002872,0.002872
362,11637.2,0.53513,0.32688,0.84669,0.48809,0.90088,0.50421,0.43515,0.53523,3.08486,0.82825,0.0028522,0.0028522,0.0028522
363,12024.8,0.53165,0.32431,0.84464,0.49098,0.90088,0.50733,0.4375,0.53537,2.66458,0.82833,0.0028324,0.0028324,0.0028324
364,12412.8,0.5343,0.32514,0.84495,0.49477,0.89654,0.51087,0.44015,0.53569,2.28608,0.82868,0.0028126,0.0028126,0.0028126
365,12801.1,0.53152,0.32236,0.84401,0.49911,0.89312,0.51535,0.44342,0.53611,1.93749,0.82919,0.0027928,0.0027928,0.0027928
366,13188.9,0.53177,0.32595,0.84631,0.50482,0.89009,0.52091,0.44763,0.53635,1.62742,0.82954,0.002773,0.002773,0.002773
367,13577,0.53343,0.32858,0.8473,0.51315,0.88788,0.52881,0.45348,0.53704,1.36076,0.83029,0.0027532,0.0027532,0.0027532
368,13965.2,0.52857,0.32048,0.84205,0.52307,0.88041,0.53748,0.45997,0.53723,1.13483,0.8306,0.0027334,0.0027334,0.0027334
369,14353.6,0.53021,0.32258,0.84404,0.52877,0.87923,0.5484,0.46797,0.53726,0.94949,0.8307,0.0027136,0.0027136,0.0027136
370,14741.4,0.53043,0.32363,0.84472,0.54561,0.8723,0.56243,0.47825,0.53758,0.79795,0.83124,0.0026938,0.0026938,0.0026938
371,15130.2,0.53139,0.32211,0.8454,0.56337,0.86434,0.57941,0.49058,0.53785,0.67678,0.83159,0.002674,0.002674,0.002674
